name,dialogue
Angela,"Oh, Dwight, just move."
Erin,Like a benign tumor.
Pam,There we go.
Michael,"Dwight, you ignorant slut."
Michael,Where you going? Nearby? Because I can give you a ride.
Pam,"No, don’t. I’m mad at them."
Kevin,I’m Kevin.
Jim,So let's have it at the hospital.
Michael,Alright! Who to pick? Who to pick?
Dwight,I told you.
Pam,What does that mean?
Stanley,Hello Meredith.
Kelly,And...
Michael,"Uh, Jan, what happened?"
Kevin,I can’t believe we’re missing that!
Andy,"Everybody Dance Now"", spins in chair] Oww!"
Kevin,"Oh, man!"
Dwight,Hold me!
Michael,"Women in the workplace... yeah, translation ""I have been banned from my own conference room so that Jan can talk in secret to all the girls."" Oh! Sorry. 'Women of the workplace.' About what? I don't know. Clothes. Me. Eeegkh!"
Jim,Hold on a second. The last few months have meant the world to me and all I care about√Ę‚ā¨¬¶
Andy,"It’s just, I really need a real accountant on this. What do you say?"
Andy,Yeah it does.
Jim,"There are thirteen people working in this office, so thirteen times a year Michael gets a cake and balloons, and some sort of joke gift and makes a toast. There are two types of toasts. One is a joke about how old you are."
Ryan,Why wouldn’t they let me dance?
Creed,"To look younger, so the kid doesn't replace you with machines."
Michael,"Well, you know what, it's kind of hard for me to talk about it. Their suffering. So who else? Let's get this popping. Come on. Who's going? Who's going? Let's go here. Oscar, right here. You're on."
Kevin,Damn it!
Dwight,"Question. What about carpooling, who pays for the gas?"
Michael,"Oh, God, you know what? I'm gonna be in Mexico for my half-birthday."
Meredith,Why?
Dwight,"I’m not telling you anything. Permits are pending. Dwight Schrute, Dunder Mifflin."
Stanley,You gotta be kiddin' me.
Dwight,But the little cars go in the compact spot!
Kelly,Let go of me!
Andy,"Yeah, ok."
Michael,"Listen man, I am so sorry. I had no idea."
Michael,"Well David, I will be honest with you. I do want the credit without any of the blame."
Michael,"Well, nnnn, that... that was an anomaly. That file had been falsified. Toby Flenderson is doing drugs."
Creed,Me neither.
Toby,About you and Jan.
Dwight,Alien. Blagh!
Michael,"Oh, okay."
Michael,Hello there.
Ryan,OK.
Jim,"There is no inner circle. Deangelo just prefers to delegate a few things, to a few guys."
Erin,Wow. He got to purple.
Andy,Oh. Oh my God. I’m so embarrassed. You weren’t supposed to see this. This is like my secret obsession.
Pam,"No, I do."
Michael,I like it.
Pam,Why did you put Dwight in charge of that? He did a horrible job.
Pam,"So, kinda like a receptionist."
Michael,"Well, that's how we do it in Scranton. Or did you forget? There ain't no party like a Scranton party, 'cause a Scranton party don't stop."
Michael,"I can test anyone randomly, and I have chosen you randomly."
Michael,"No, no, no. That's super-clear-ish. Nope. Nope. Nope. Nope."
Darryl,Hey Val. Want a beer? It might taste better than that pool water you’ve been drinking.
Jim,"Okay, crazy. I think I have some better things to do with my day than worry about you, like sell printers."
Michael,Indubitably.
Michael,Pam! It’s Michael. Help me! I need help right now.
Andy,I'll do it.
Jim,Dragging sticks.
Michael,Well...
Michael,Uh... it was like eight years ago?
Pam,"I didn't, it's from corporate."
Jim,He's a grown man
Phyllis,This is ridiculous. We just can't wait here.
Dwight,I’m all better.
Andy,"Not helpful. Let’s stay positive, people. OK?"
Jim,That’s moving boxes. We just came up with the term to make it sound cooler.
Dwight,Yes I do. I should have done it weeks ago actually.
Pam,"Oh my God, did you see ""The Apprentice"" last night?"
Jim,Whether it's this time or next time.
Michael,"Good. Next up, Superfly himself, Stanley."
Toby,I was at a parent-teacher conference.
Oscar,Okay. I’m done with this.
Jim,"Ah, and did Robert California get an invite to your party?"
Dwight,What are you saying?
Kevin,Awesome!
Michael,That was nice of you.
Kelly,"Yes, I told everyone."
Michael,"See? That's what we're talking about. Did you hear that, Dwight?"
Michael,"It’s whoever, not whomever."
Pam,I like that song.
Michael,"Jo, I don’t know how things work in Florida, which from your description sounds like a colorful, lawless swamp, but here it takes two men to do one job, where in Florida it might take one very strong woman to do such a job."
Pam,"Oh my God, I win! Ok, it was a minor league hockey game. He brought his brother, and when I went to the bathroom, the game ended and they forgot about me."
Jim,Uh...
Michael,Ayyyy!
Jim,"985,000,000,000,017."
Jim,"No, we're good. Thank you, though."
Pam,"Shh, shh, shh."
Michael,Lethal Weapon?
Andy,"Yeah, wow, cool. Is it hard to train them to do that?"
Jim,"That’s okay, I’ll do it."
Phyllis,Hello? Hi Bob Vance.
Pam,"Did I? Doesn't sound like me, not very superstitious."
Dwight,Contractions are coming every ten minutes.
Jim,"No- Ok. Well, we’ll talk about it later. Straussburg! I had a meeting in Straussburg and I dropped you off beforehand. I was wearing a tan shirt with stripes?"
Michael,That's like...
Michael,I'll give you a hint. His last name is Christ. He has the power of flight. He can heal leopards.
Oscar,Yes.
Michael,"No, you don't. No, it - What will be the state of this company if I am the only one coming up with the great ideas? Right?"
Michael,"Just the bread, it's fresh baked."
Pam,You hit her?
Dwight,What?
Jim,"Aw, thanks, man."
Oscar,It’s really not.
Darryl,"Yeah, she ended things."
Michael,Well it has been nice seeing you again my friend.
Oscar,What exactly is my responsibility here? To comfort insecure heterosexual men? That can't possibly fall to me.
Michael,You know what. I had a great time at prom. And no one said 'Yes' to that either.
Dwight,Rrrah!
Dwight,Does it have a deck?
Stanley,I was.
Pam,"Well, the promo for the documentary aired today."
Phyllis,I thought Terry knew about Cynthia?
Andy,I have needs.
Michael,MAN! I WOULD LOVE TO BURN YOUR CANDLES!
Dwight,I need to make a sales call. Please?
Pam,"No, I know that you're, like, happy and, like, you had fun today."
Erin,Because of your slaves.
Oscar,She got pregnant before the wedding.
Michael,Huh.
Pam,"Hey, sorry, I really didn’t want to come in. It’s just that we have to go buy a new Christmas tree, and we’re hoping we could borrow your truck."
Dwight,"That's cool. Hey, you know what's even cooler than triceratops? Every other dinosaur that ever existed."
Andy,Hey-oh!
Jim,I'll take five.
Jim,Nothing yet.
Pam,Super important.
Oscar,There is no story.
Stanley,I bet it’s Jan spending him straight to the poor house.
Andy,I am now chopping off Phyllis' head with a chainsaw! ... Rin-in-in-in-in-in!
Andy,This is awesome!
Jim,"I did have a chance to think about it, but then I thought about something else."
Angela,I'm sorry. I gave this everything I could.
Pam,"Hey Kelly, my stuff just got here."
Dwight,"I can’t stand the fact that Jeb is a pot farmer. He could’ve grown anything. Anything in the world. He used to talk about growing a peanut-grape hybrid. One plant, one sandwhich."
Michael,Carol?
Pam,"One is tall and brunette, and the other one is short, and blonde, and perky, and kinda judgmental. Who do you think he should choose?"
Michael,"We have been friends forever, right?"
Dwight,Okay. Fine.
Pam,"You know what, Dwight? Let me just check the bathroom first. Okay?"
Michael,"I was shocked when he told me he was transferring to Stamford. It's like the firemen. You don't leave your brothers behind, even if you find out that there is a better fire in Connecticut."
Andy,Do you think... so you think...
Michael,"Ok, it's done. Actually, Megan, may we have an Awesome Blossom, please, extra awesome? Now it's done."
Angela,Okay.
Michael,I'm right.
Erin,"Well, when does the boat leave, exactly?"
Michael,"I’m in. I’m in. Here we go. Zone, Phyllis! We’re playing zone!"
Michael,Yeah.
Toby,It's not. It's not. Sit down or I am writing you up.
Pam,"Dunder Mifflin, this is Pam. Oh hi, David. He's having a colonoscopy. Alright, I'll find out if he's out yet."
Angela,"You tried this out, and it's clearly not for you. It's time to go. Come on. Please. Thank you. OK, thank you very much."
Kevin,Okay.
Oscar,You should ask Toby to teach you Dunderball.
Michael,"You know, despite a couple hiccups, I think that went very well."
Angela,That doesn't sound like me.
Kevin,We do.
Pam,I thought it was weird when you picked us to make a documentary. But all in all√Ę‚ā¨¬¶I think an ordinary paper company like Dunder Mifflin was a great subject for a documentary. There’s a lot of beauty in ordinary things. Isn’t that kind of the point?
Jim,"No, dude, no, I was just, listen! Whoa."
Dwight,Michael.
Jim,Yeah.
Michael,All right! Cool!
Ryan,"Please don't listen to my phone calls. Yeah, she's like um, she'd probably be a Six in New York, but she's like a Seven here in Scranton. And then uh, my boss is my old boss from Dunder Mifflin. It's a small space."
Jim,"Okay, you could just say you don't know what's going on."
Dwight,"Oh, god."
Andy,Oh...
Meredith,Hey Michael.
Andy,"No, it’s not. I tell the truth most of the time and I was just telling the truth about your husband. Jim knows. He was there."
Erin,"As long as we’re on this boat, as far as I’m concerned, you’re the captain."
Pam,When did you add this to the list?
Andy,Is somebody there?
Dwight,Oh.
Michael,"Ah, ah, ah, what? What? Where's the funny? Give it to me."
Darryl,"OK, um, I like Erin’s hair. It’s a very pretty color."
Meredith,No! No! No! There is no way! There is no way!
Jim,"Right. There, first..."
Dwight,What…
Jim,"No, he didn't."
Jim,"Wow, I’m really sorry."
Dwight,"Okay, everyone! Conference room, right now!"
Stanley,"I know, I just read it on the sign."
Andy,"No, no. No, no, no! Don’t! Damn it, Tuna!"
Jim,Duh- Wait. I just feel weird. I should just call him.
Dwight,Yes.
Pam,"No, I mean he’s sulking. That’s not like him."
Creed,Two grand huh? I know a guy who can turn that into eight hundred dollars. And it’s me.
Pam,All time favorite.
Dwight,Really? ‘Cause Ryan says so?
Andy,Twenty seconds to go time.
Meredith,Good night.
Creed,I don't know. I got nephews.
Kevin,My night was just like that. Meaning normal.
Pam,No.
Jim,"Was that it? No, that wasn’t bad."
Dwight,Need I remind you that we were together a month before the wedding?
Darryl,Getting my sweat on.
Jim,Four hundred and ninety-four months?
Michael,"We get right in the car, we pop up to Montreal. It's like another seven hours."
Pam,What are you doing?
Kevin,That is my name.
Kevin,"No, it’s just… that old shredder sucks. Just get one that’ll shred magazines."
Michael,Okay.
Toby,Yeah.
Michael,"So it's mine, and it's not somebody else's, so... I know... the whole toilet seat thing is a myth, so..."
Jim,Silence.
Kelly,"My god, he's like a black George Clooney."
Angela,I actually look forward to performance reviews. I did the youth beauty pageant circuit. And I enjoyed that quite a bit. I really enjoy being judged. I believe I hold up very well to even severe scrutiny.
Ryan,Hey.
Michael,OK.
Michael,"Yes you are. Oh, buckle up Jim."
Michael,"I know. I don’t wanna get ahead of myself, but I think I want her to meet my mom."
Oscar,Creed.
Michael,"Hey! Look at what you're wearing again, Pam. Have you ever seen a magician's assistant? That's..."
Pam,"No, I want you to say that you think the ‘best’ person to be our new manager is a homeless person."
Dwight,Safety violation. I could fall and pierce an organ.
Dwight,I can see the security guard's eyes.
Oscar,"That’s tasteless, Gabe."
Michael,Moon each other.
Angela,No.
Dwight,"Good luck, Michael. Good luck, Jan."
Andy,"Nobody hug me, I’m covered in tree sap, so…"
Jim,I... will...
Pam,Kevin.
Kevin,When he started the fire.
Andy,Two comps. For my lady and her Gabe. It's closing night. Tomorrow we have to give the theater over to the Scranton's Miss Fitness pageant.
Stanley,Goooood bye.
Angela,No.
Dwight,I prefer to stand. Less blood clots.
