name,dialogue
Dwight,Are you sure that's going to work?
Michael,Perfect crime.
Dwight,"Of all of the vermin in God’s great green kingdom, lice are the ones I detest the most. My first day of school, I had lice, and no one would play with me. For 15 years, they called me freak and four eyes and sci-fi nerd and girl puncher. All because I had lice when I was 7."
Andy,Oh that wasn’t…that didn’t work. That was not the right..
Pam,There's a person here...
Oscar,"Yeah, Dwight and Andy. We were here."
Michael,"You know what? I'm having a huge blowout tonight, Room 308. Hope you can come."
Michael,"As your leader and your friend, I sort of demand that you can all speak in public as I can... and did... twice. You saw the plaque, right? All right. We're all going to go around the room and we're going to make toasts. And that way, we will overcome our fear of public speaking."
Dwight,Outside of work.
Michael,You know your I.D. says you're a security threat?
Kevin,I almost died.
Michael,"Yesterday I was scraping some gunk off my wall sockets with a metal fork and I gave myself the nastiest shock. And when I came to, I had an epiphery. Life is precious. And if I die I want my son to know the dealio. The dealio of life."
Dwight,Erin will eat garbage for your entertainment.
Jim,"Ah, let’s do it. Oh, that’s healthy."
Andy,"Alright, yes. That is a legitimate question. Does making Erin and Pete feel bad make me feel better? Yeah. Yeah, it does."
Dwight,All work and no play makes Michael a dull boy.
Michael,I... this is Creed.
Ryan,Yes.
Kevin,Hi.
Dwight,"Dweedle Dee and Dweedle Dumb-ass have been away on maternity leave. Now Dweedle Dumb-ass is back, and we have a problem. Yes, getting hooked on Mega-Desk was my own damn fault. But ... I don't care about assigning blame. All I care about is Mega-Desk. That is all I care about. Getting. More. Mega-Desk."
Jim,"Uhhh, the street?"
Pam,We're getting pretty good at it.
Jim,Don't-
Stanley,"Something wrong, Michael?"
Ryan,To madness.
Michael,They are into style.
Michael,It's just a really important day for me.
Dwight,This car's crap. I will buy it for next to nothing.
Erin,"The winner gets to pick the movie we watch. I have won no games. So far I’ve seen “The Shining”, “Rosemary’s Baby”, “The Ring”. Not really my thing. Although, I… I do like the early parts of the movies where they have a perfect family and everything."
Toby,Radiant.
Kevin,Sometimes.
Darryl,Why do you wanna work here?
Jim,"I think you just gotta ride this one out, man."
Michael,"Yeah. Yeah. I know, I know, I know, I’m sorry."
Pam,"Oh, that must've been so fun."
Andy,"Some of you know that we have an internet star in our midst. Mr. Walter Baynes Bernard Sr., please report to the stage!"
Kevin,Jan.
Darryl,I’ll take him.
Oscar,"Erin, what are you doing?"
Michael,"Wow. Thank you. Wow, that’s– thanks so much."
Meredith,The Murphy bed of my basement.
Kevin,because he fired you which means apparently you’re living in your car now.
Michael,"Good, good, good. I will see you."
Dwight,It will just take a second.
Michael,That’s not a baby.
Angela,"Well, why don't I just save you some time and kick you in the stomach instead?"
Michael,Could I stick it with a pin?
Pam,"So, there was no sales call."
Jim,"No, that was his wife, so he’s on his way."
Dwight,Oh.
Dwight,I will trade you for the used candle.
Dwight,And there’s parts of her I don’t even recognize.
Toby,"Oh, Dwight, we talked about this."
Pam,Bye.
Michael,"What, are you talking about me and Holly?"
Pam,Yes!
Dwight,I am a person.
Michael,Oh shoot.
Kevin,Yeah.
Jim,"It's the weirdest thing. Every time I cough, he folds."
Michael,Uh…
Pam,I have the worst attitude of any person here.
Dwight,"Negative! Three hundred boxes for me, zero for you chumps. Deal with it!"
Michael,"No, I'm a regional manager---"
Jim,Don't.
Andy,"I wrote the perfect joke. Topical, edgy, funny."
Jim,"Ok, but wait. What if I told you that it was in Philly! So you’d have to…"
Dwight,You did this for me?
Dwight,"Sales is about people, Ryan. About understanding them and learning how to get along with them. Case study: me. To understand me, you have to know that I work in the city, but I live here on this small, beautiful farm. It's a family farm. Many Schrutes were born here and many of us end up here. My grandfather was a good man who did some very bad things. What the... Damn it! Those kids! You! You, get out of here! This is not a cheap motel! This is a farm and cemetery! Freaks! You're lucky I don't have my crossbow! Let me show you the compost pile."
Michael,Yes.
Angela,"Okay, we should go now. LetĂ˘â‚¬â„˘s go."
Kevin,It's a answer.
Michael,"Maybe, we could have some sort of riddle?"
Michael,"Hey, thanks guys. Hey, where you guys from?"
Pam,Race had nothing to do with it. I just knew they’d be good together.
Michael,That's what she said.
Pam,"My mother, Helene."
Jim,"Pam, IĂ˘â‚¬â„˘m not explaining this to you– Pam, IĂ˘â‚¬â„˘m not going over this again."
Dwight,I'd like to give you $100 million.
Michael,"You know what? I need my girls with me. Pam, Karen, even Phyllis. Come on. Let's do this. Let's do it."
Michael,"Do I feel badly, that nobody out there was invited to a party that I was invited to? Not at all. Because they have to know that if they work hard and apply themselves, someday, they could be invited to a party like this. Of course, at that point, I will be going to much better parties that they will not be able to get into. What are you gonna do?"
Michael,I spent a lot of dough. Lot of dough. Wow.
Pam,Is everything okay?
Pam,Exactly. That should tell you how terrible the chairs are.
Michael,That was nice of you.
Erin,I’m just trying to fit in better with Andy’s family. They all speak more than one language. Usually when I’m there!
Erin,"Nellie, you have to shut down the task force. IĂ˘â‚¬â„˘m not sure if you need to start a new task force to do that, but please just shut down the task force."
Andy,You're such a liar.
Angela,No.
Michael,Yeh.
Pam,It's okay. I'll see you at home.
Dwight,Angry.
Dwight,"Excuse me, that is no way to address a superior."
Jim,What are you doing?
Phyllis,I'm getting married to Bob Vance.
Jim,"Okay, I’m sorry, why are we discounting this whole “Woody came to life” thing so quickly?"
Darryl,"It's like Driving Miss Daisy, you know?"
Angela,"Wait Pam! How did he seem? Like, you know, did he seem disappointed?"
Michael,Stanley! Bo banley.
Andy,"Yeah, which one?"
Andy,No.
Jim,"Oh, good, phew, thank god you said that."
Jim,"No, no, no, definitely, definitely. Yes. Next weekend, then. All right! I love you, too."
Pam,"Thought you were millionaires, yeah. That’s funny. Shoot, I knew that one."
Michael,"I checked the route – there are no potholes. Come on, get in here and have the baby."
Michael,"Yes, I did, for you, princess. Even though I only went number one. I didn't really wash my hands. Ohhh, what have we here? This looks delicious."
Meredith,At the same time.
Dwight,"I know Michael's every move. It's not something you can just pick up. I could write a book about him. Literally. I started once, but Michael made me stop."
Creed,"Bankruptcy, Michael, is nature’s do-over. It’s a fresh start, it’s a clean slate."
Jim,Which we are.
Dwight,Five percent. No less.
Jim,"Oh, yeah, How have we not talked about this already? I mean what happened there? Kidnapping?"
Michael,"Oh, good. Okay. Don't tell me, tell them."
Michael,"Um... kay. Uh, alright."
Kelly,You look so pretty.
Michael,You excited? About the new company?
Michael,"No, Kevin. A woman. Maybe Jan, maybe..."
Darryl,Yeah.
Erin,"Yeah, Darryl’s here. So is Santa Claus. It’s just a regular Thursday. Neither guy is here. And, it’s Friday. Welcome to me and Darryl’s world of lies."
Dwight,And I had spoken to Teresa about a room with two safes?
Pam,"I also would like to toast Phillip Halpert, who is due even sooner. May he be a good namesake to my grandfather who I promised as a child long before tonight that I would one day name my son after him. To Phillip Halpert!"
Michael,Hi.
Dwight,"HeĂ˘â‚¬â„˘s like a manatee. Ready? LetĂ˘â‚¬â„˘s go again. Come on. We can do this. One, two, three! Oh, God.Ă‚Â No wonder my elevator cables are under such strain."
Kevin,"LetĂ˘â‚¬â„˘s get this over with, Pam."
Dwight,I do that myself now.
Kelly,"Woooh! Nice baby! Nice one! Hey, hey, you, you! I don't like your boyfriend! Cuz, cuz, cuz, cuz, cuz he sucks at ping-pong!"
Toby,I might have it in here.
Andy,It was hilarious.
Dwight,"Watch this. You’re pre-fired. And when I’m promoted, you’ll be full fired."
Pam,"Oh, I can not believe I fell for that. Oh, my God."
Andy,"How’s it going over here, guys?"
Dwight,"No, I like Meredith."
Pam,"Well, looks like he really did just want to talk about the issues. i’m Sorry Oscar."
Oscar,"Actually, it’s pronounced √Ę‚ā¨Ňďespresso√Ę‚ā¨¬Ě√Ę‚ā¨¬¶ Wait. That’s what you said. I apologize, I just assumed you would mispronounce it. So√Ę‚ā¨¬¶"
Phyllis,I did.
Andy,"Of course. Yeah, that’s terrible. Okay, let me get back to you. Hey, Stanley. One of my clients just called and said that their Sabre printer started smoking and caught on fire."
Pam,"No, we don't need to do that."
Phyllis,Dancing babies!
Michael,"Because without Andy’s mom, there’s no plot. And without any plot, there is no movie."
Erin,Mhmm! I’d love it if you were there.
Pam,The eyebrow.
Phyllis,Michael!
Michael,It is done!
Pam,You haven't told me.
Meredith,SHUT UP ANGELA!
Ryan,It's going okay. I've already learned more about beet agriculture than I ever thought I'd know.
Oscar,"No, Kevin —"
Michael,Is it?
Dwight,No. IĂ˘â‚¬â„˘ll be damned if IĂ˘â‚¬â„˘m gonna let us lose me.
Dwight,"All right, we're set."
Michael,"Watch out, Pam. You’re next!"
Dwight,"That’s because they’re Not oysters, they’re bull testicles! I cut them off fresh this morning! Hah!"
Pam,"I didn’t watch the whole documentary. After a few episodes, it was too painful. I kept wanting to scream at Pam. It took me so long to do so many important things. It’s just hard to accept that I spent so many years being less happy than I could have been. Jim was 5 feet from my desk and it took me four years to get to him. It’d be great if people saw this documentary and learned from my mistakes. Not that I’m a tragic person. I’m really happy now. But√Ę‚ā¨¬¶it would just√Ę‚ā¨¬¶just make my heart soar if someone out there saw this and she said to herself √Ę‚ā¨Ňďbe strong, trust yourself, love yourself. Conquer your fears. Just go after what you want and act fast, because life just isn’t that long.√Ę‚ā¨¬Ě"
Jim,"Well, obviously. Too bad he's a temp and doesn't count, so let's get started."
Darryl,"Ohh, that sounds fun and Christmasy, you mean old grinch!"
Ryan,Uhm...
Michael,"Okay. So... Oh, Donna?"
Jim,What about music? Do you have any music?
Dwight,You’re so pathetic. How long did this take you? Three hours?
Dwight,"Try ""Big Boobs"" with a ""Z""."
Michael,For trying to find happiness in the arms of a lover?
Pam,
Kelly,"This summer, I did the minority executive training program at Yale. You guys, I'm, like, really smart now. You don't even know. You could ask me, ""Kelly, what's the biggest company in the world?"" And I'd be like, ""blah blah blah, blah blah blah blah blah blah,"" giving you the exact right answer."
Oscar,I guess I'll take the last gift. Cool.
Kelly,"Um, so you’re in the tub with everything?"
Oscar,I don't think so.
